# prompt: Write out a sequence of 16 random integers between 1 and 100 inclusive. Separate the integers by a space ' ' character. DO NOT output anything else.

# steps: 16

# rollouts: 32

# min_int: 1

# max_int: 100

# per_step_probs
step value prob
2 8 4.137041556995846e-12
3 8 2.697775557732877e-12
4 8 5.828482161925801e-14
5 8 2.941129950320546e-13
6 8 3.798685515974342e-14
7 8 2.168191497209971e-13
8 8 2.904789478728896e-14
9 8 2.965594487147339e-13
10 8 7.080737874362244e-15
11 8 2.959028439445321e-13
12 8 4.519972445126508e-14
13 8 2.474501568701366e-13
14 8 8.917676054795149e-13
15 8 5.795464664784492e-13
16 8 1.720850208360123e-14
1 9 1.012376580170138e-11
2 9 4.329799596804341e-12
3 9 2.940480109207957e-12
4 9 6.254916440758023e-14
5 9 3.195258342881018e-13
6 9 4.318552353985513e-14
7 9 2.377787225659651e-13
8 9 3.089668513221002e-14
9 9 3.159165237442544e-13
10 9 7.361490537362782e-15
11 9 3.179731420535572e-13
12 9 5.235754303997001e-14
13 9 2.733818948708339e-13
14 9 9.536412883468761e-13
15 9 5.884606922265218e-13
16 9 1.947424004106509e-14
1 10 7.249015043896038e-11
2 10 3.193097923416716e-11
3 10 2.068990376829665e-11
4 10 4.461321593384294e-13
5 10 2.108089417579699e-12
6 10 2.638178588153297e-13
7 10 1.570897820884563e-12
8 10 2.060383943076129e-13
9 10 2.08999448748042e-12
10 10 4.962699286859301e-14
11 10 2.087293456587554e-12
12 10 2.920066165872567e-13
13 10 1.720984119169633e-12
14 10 5.90361665675351e-12
15 10 3.886076694919107e-12
16 10 1.093754978196095e-13
1 11 5.780738696300023e-12
2 11 2.573381099031264e-12
3 11 1.687159803805995e-12
4 11 3.540120256019766e-14
5 11 1.739965237432675e-13
6 11 2.473559050142383e-14
7 11 1.210766868729439e-13
8 11 1.564231498951261e-14
9 11 1.537271838868454e-13
10 11 3.534990326888256e-15
11 11 1.506242749323198e-13
12 11 2.964355664997675e-14
13 11 1.254822695014838e-13
14 11 4.243813785482519e-13
15 11 2.630470202869049e-13
16 11 9.87973648959974e-15
1 12 1.233771210515937e-11
2 12 5.496402063013202e-12
3 12 3.638035060811405e-12
4 12 7.642209947794002e-14
5 12 3.681521918847678e-13
6 12 5.125285715268571e-14
7 12 2.580580387726659e-13
8 12 3.333765970644222e-14
9 12 3.245917099844176e-13
10 12 7.493218098408485e-15
11 12 3.173228600324837e-13
12 12 6.190411636226955e-14
13 12 2.629364457226854e-13
14 12 8.907017562552476e-13
15 12 5.500060730056703e-13
16 12 2.038481417559848e-14
1 13 8.369573168318372e-12
2 13 3.779870257670453e-12
3 13 2.458282072484174e-12
4 13 5.175627639200479e-14
5 13 2.564419926967332e-13
6 13 3.573802417403665e-14
7 13 1.789166619453745e-13
8 13 2.324673928861843e-14
9 13 2.29570914259894e-13
10 13 5.268137115963418e-15
11 13 2.255762471357749e-13
12 13 4.267643383985061e-14
13 13 1.87077809979606e-13
14 13 6.347815335092648e-13
15 13 3.987510026862088e-13
16 13 1.439169166611869e-14
1 14 8.908820493337378e-12
2 14 3.996597694230826e-12
3 14 2.592557153703392e-12
4 14 5.611155599972694e-14
5 14 2.775081243416568e-13
6 14 3.977771813099654e-14
7 14 1.860776731783317e-13
8 14 2.361883923515935e-14
9 14 2.308302301568746e-13
10 14 5.296724479292796e-15
11 14 2.270394847884767e-13
12 14 5.025286515903266e-14
13 14 1.919232108812953e-13
14 14 6.481018051505762e-13
15 14 3.734640998245134e-13
16 14 1.560006126437856e-14
1 15 1.48596006044588e-11
2 15 6.767953035900486e-12
3 15 4.461625162824541e-12
4 15 9.49684508987319e-14
5 15 4.666594281675103e-13
6 15 6.989592200799184e-14
7 15 3.088889212970905e-13
8 15 3.856725885406513e-14
9 15 3.780060120326585e-13
10 15 8.568354312652955e-15
11 15 3.746395153470739e-13
12 15 8.494306213672359e-14
13 15 3.115374434142918e-13
14 15 1.011062266556622e-12
15 15 5.867768844518246e-13
16 15 2.550484546756676e-14
1 16 7.175607897921044e-12
2 16 3.228927016897242e-12
3 16 2.122535717810595e-12
4 16 4.411948618815699e-14
5 16 2.182514767929985e-13
6 16 3.220187703732006e-14
7 16 1.416573398224151e-13
8 16 1.770206722466332e-14
9 16 1.706009764167322e-13
10 16 3.892717032190554e-15
11 16 1.689551612353276e-13
12 16 4.041139716397448e-14
13 16 1.387131964433936e-13
14 16 4.583294854103862e-13
15 16 2.609264863581905e-13
16 16 1.23117059799763e-14
1 17 6.694145171683418e-12
2 17 3.009562741629014e-12
3 17 1.967394828955047e-12
4 17 4.173744714695398e-14
5 17 2.087212784472216e-13
6 17 3.026085136190836e-14
7 17 1.407318934264321e-13
8 17 1.784895275904785e-14
9 17 1.750779355828776e-13
10 17 3.948073699173687e-15
11 17 1.735123233914418e-13
12 17 3.86265457070021e-14
13 17 1.460140401179196e-13
14 17 4.80695918393156e-13
15 17 2.736344011239269e-13
16 17 1.201674232236375e-14
1 18 5.348502186672242e-12
2 18 2.418538479017724e-12
3 18 1.583313844245529e-12
4 18 3.294655726913717e-14
5 18 1.606639280044659e-13
6 18 2.330748219218364e-14
7 18 1.086212085682994e-13
8 18 1.395071220754645e-14
9 18 1.376192443613311e-13
10 18 3.128521548886953e-15
11 18 1.335337592796268e-13
12 18 2.952848411619184e-14
13 18 1.093302531428891e-13
14 18 3.674781951001172e-13
15 18 2.213400886832345e-13
16 18 9.266943239974024e-15
1 19 7.88881923210113e-12
2 19 3.525372301104524e-12
3 19 2.339446891428205e-12
4 19 4.968844308503644e-14
5 19 2.401107927099612e-13
6 19 3.390475170907133e-14
7 19 1.69172639857963e-13
8 19 2.174547544440696e-14
9 19 2.141126314686356e-13
10 19 4.852482507433279e-15
11 19 2.085148226292447e-13
12 19 4.209251187719502e-14
13 19 1.728566303496342e-13
14 19 5.774793724437463e-13
15 19 3.4925796816378e-13
16 19 1.374890621547318e-14
1 20 2.182193978942028e-11
2 20 9.708529524942286e-12
3 20 6.254130862513126e-12
4 20 1.347263858472938e-13
5 20 6.428507651056593e-13
6 20 8.764269870289977e-14
7 20 4.527901854988884e-13
8 20 5.779765764430817e-14
9 20 5.888448842179044e-13
10 20 1.356565959763318e-14
11 20 5.643797983045847e-13
12 20 1.017978536629844e-13
13 20 4.606174397073334e-13
14 20 1.571938447796224e-12
15 20 1.00521337075123e-12
16 20 3.456523064677091e-14
1 21 4.997900589207595e-12
2 21 2.205921936971839e-12
3 21 1.471045953786842e-12
4 21 3.164173196003484e-14
5 21 1.559886230658655e-13
6 21 2.458523786426444e-14
7 21 1.041374006046697e-13
8 21 1.280646389741726e-14
9 21 1.227018507388541e-13
10 21 2.7447582291946e-15
11 21 1.187770884144222e-13
12 21 3.109748395699419e-14
13 21 9.919422726256909e-14
14 21 3.37971518982997e-13
15 21 1.932546582454058e-13
16 21 9.499333366168983e-15
1 22 3.10404845319421e-12
2 22 1.354255792359183e-12
3 22 8.797361704570358e-13
4 22 1.883294298150375e-14
5 22 9.349283955460701e-14
6 22 1.396226142254418e-14
7 22 6.267447922209574e-14
8 22 7.831422988824131e-15
9 22 7.641567370531268e-14
10 22 1.719905059070663e-15
11 22 7.409993690511269e-14
12 22 1.729018506177273e-14
13 22 6.073514901145912e-14
14 22 2.139413706387962e-13
15 22 1.245204928921884e-13
16 22 5.556102733741096e-15
1 23 5.351328737248435e-12
2 23 2.407405140305193e-12
3 23 1.602780503196906e-12
4 23 3.420571015042944e-14
5 23 1.674601776819509e-13
6 23 2.535793659992324e-14
7 23 1.109041897665378e-13
8 23 1.392411934631617e-14
9 23 1.330757755475319e-13
10 23 3.027745012507635e-15
11 23 1.284497166633707e-13
12 23 3.078358907510259e-14
13 23 1.073505864971537e-13
14 23 3.709220801894748e-13
15 23 2.190861055801348e-13
16 23 9.44617006196764e-15
1 24 1.630246954848312e-11
2 24 7.319351371563648e-12
3 24 4.744353359647313e-12
4 24 1.004766653378018e-13
5 24 4.940828510591455e-13
6 24 7.239004871233365e-14
7 24 3.381897524557189e-13
8 24 4.154206127755602e-14
9 24 4.086661520576142e-13
10 24 9.224918674042464e-15
11 24 3.928102022468074e-13
12 24 8.67438195033655e-14
13 24 3.263033656427332e-13
14 24 1.128100536826601e-12
15 24 6.653160673144858e-13
16 24 2.697941953198705e-14
1 25 8.065691088905556e-12
2 25 3.683888995836943e-12
3 25 2.412885708617848e-12
4 25 5.167200465301666e-14
5 25 2.552286336964841e-13
6 25 3.689325095918416e-14
7 25 1.789678353138794e-13
8 25 2.218643131846351e-14
9 25 2.217538255550907e-13
10 25 5.012569630827853e-15
11 25 2.133040092642712e-13
12 25 4.441661177015961e-14
13 25 1.753823718201234e-13
14 25 5.939399181699121e-13
15 25 3.585321716204341e-13
16 25 1.414439588559407e-14
1 26 2.652087684239234e-12
2 26 1.156830995972891e-12
3 26 7.557321401597897e-13
4 26 1.608621527542522e-14
5 26 7.998877555666459e-14
6 26 1.258270740380958e-14
7 26 5.264716678282453e-14
8 26 6.407794189900127e-15
9 26 6.246020478908706e-14
10 26 1.387410047506403e-15
11 26 6.06965892204872e-14
12 26 1.58205245981262e-14
13 26 5.096747464984083e-14
14 26 1.745538588231422e-13
15 26 9.470972643245549e-14
16 26 4.880269146908756e-15
1 27 4.330580826897621e-12
2 27 1.914737278697242e-12
3 27 1.225536430401087e-12
4 27 2.568443663874098e-14
5 27 1.300125103980435e-13
6 27 2.081960563484528e-14
7 27 8.688775408877659e-14
8 27 1.075506382273307e-14
9 27 1.0378826438693e-13
10 27 2.318840599834622e-15
11 27 1.015314074050424e-13
12 27 2.591300876243933e-14
13 27 8.344206900945701e-14
14 27 2.744366758592364e-13
15 27 1.579842795386441e-13
16 27 7.538038806352526e-15
1 28 1.969432510247131e-12
2 28 8.671082081146706e-13
3 28 5.710638693786744e-13
4 28 1.198562320711847e-14
5 28 6.013594962054635e-14
6 28 9.066996538447974e-15
7 28 4.122395520626327e-14
8 28 5.183776220035499e-15
9 28 5.151945152093576e-14
10 28 1.174742172465777e-15
11 28 4.979859942271316e-14
12 28 1.132253464713164e-14
13 28 4.068329290617137e-14
14 28 1.414022072920173e-13
15 28 8.288139509776679e-14
16 28 3.621547238114325e-15
1 29 3.394317585936804e-12
2 29 1.505772930390687e-12
3 29 9.827837874063514e-13
4 29 2.080431123021742e-14
5 29 1.020916416111243e-13
6 29 1.654154511452586e-14
7 29 6.809150371824371e-14
8 29 8.703140447603689e-15
9 29 8.405290383722644e-14
10 29 1.891583829116669e-15
11 29 8.093595385936254e-14
12 29 2.10377212071373e-14
13 29 6.656704345670382e-14
14 29 2.206351966227958e-13
15 29 1.233082185400041e-13
16 29 6.245038236290066e-15
1 30 9.799684158727472e-12
2 30 4.383554358855935e-12
3 30 2.86967230621159e-12
4 30 6.024781412269997e-14
5 30 2.841596372999413e-13
6 30 4.164115687209004e-14
7 30 1.947076598011538e-13
8 30 2.519098945981996e-14
9 30 2.483040437530978e-13
10 30 5.756629657253698e-15
11 30 2.363615013579456e-13
12 30 4.923604895634598e-14
13 30 1.938958708205398e-13
14 30 6.617368511972858e-13
15 30 4.034719339055646e-13
16 30 1.592588093213031e-14
1 31 3.450836135013111e-12
2 31 1.533205996494717e-12
3 31 9.889923769764737e-13
4 31 2.106017688664626e-14
5 31 1.039192874167198e-13
6 31 1.700566876013201e-14
7 31 6.665520163543336e-14
8 31 8.395878893573612e-15
9 31 8.096535871934596e-14
10 31 1.790209545525828e-15
11 31 7.777631287814426e-14
12 31 2.124603081444833e-14
13 31 6.345281591460768e-14
14 31 2.17761248810555e-13
15 31 1.171997092855245e-13
16 31 6.425780995423118e-15
1 32 1.243615566565935e-12
2 32 5.432564619360673e-13
3 32 3.484230693723627e-13
4 32 7.406281955777481e-15
5 32 3.699643122429033e-14
6 32 5.794000135327929e-15
7 32 2.381798154758719e-14
8 32 3.007846106757586e-15
9 32 2.88741983236798e-14
10 32 6.521205057392731e-16
11 32 2.770644896395795e-14
12 32 7.416943043843467e-15
13 32 2.223216388430639e-14
14 32 7.815554779241702e-14
15 32 4.36155095726488e-14
16 32 2.212737082682991e-15
1 33 6.757939428565772e-13
2 33 2.973940936913431e-13
3 33 1.880794393490674e-13
4 33 4.128881432291418e-15
5 33 2.072795243450543e-14
6 33 3.522202066465358e-15
7 33 1.337689646220177e-14
8 33 1.691825590090701e-15
9 33 1.617296910873049e-14
10 33 3.640222600828774e-16
11 33 1.565422085432643e-14
12 33 4.616924803330883e-15
13 33 1.347601340016908e-14
14 33 4.655934247904299e-14
15 33 2.485464027722744e-14
16 33 1.445777251909787e-15
1 34 1.000203723347254e-12
2 34 4.481636725541772e-13
3 34 2.886371691845888e-13
4 34 6.275408213057938e-15
5 34 3.125182632102449e-14
6 34 5.288648408962658e-15
7 34 1.991112037789908e-14
8 34 2.499414256203098e-15
9 34 2.338823289971128e-14
10 34 5.156648791266548e-16
11 34 2.224860308119731e-14
12 34 7.065559038033988e-15
13 34 1.8893684955182e-14
14 34 6.545204248392406e-14
15 34 3.321135229015246e-14
16 34 2.09005269201868e-15
1 35 2.615152467317072e-12
2 35 1.171991636898751e-12
3 35 7.56359045484832e-13
4 35 1.620673390765702e-14
5 35 8.158063892537349e-14
6 35 1.29711525299089e-14
7 35 5.333404463737621e-14
8 35 6.69331633864495e-15
9 35 6.478036423955804e-14
10 35 1.461344419589532e-15
11 35 6.341366480104495e-14
12 35 1.602075621616416e-14
13 35 5.278642231068123e-14
14 35 1.799066416131548e-13
15 35 1.027994955063176e-13
16 35 4.97490262858812e-15
1 36 1.11200059827849e-12
2 36 4.896312203743832e-13
3 36 3.269991326629282e-13
4 36 6.828049173332074e-15
5 36 3.438076777407522e-14
6 36 5.802633509492884e-15
7 36 2.204344659472195e-14
8 36 2.719963156765945e-15
9 36 2.590307382061441e-14
10 36 5.818657939419824e-16
11 36 2.55785048813217e-14
12 36 7.402890744891025e-15
13 36 2.182337152534973e-14
14 36 7.576806056179529e-14
15 36 3.919656385284527e-14
16 36 2.256911762734064e-15
1 37 7.15286621469972e-13
2 37 3.135489567342297e-13
3 37 2.074612624792227e-13
4 37 4.390711797929879e-15
5 37 2.218315592985059e-14
6 37 3.773010654848313e-15
7 37 1.431658296167028e-14
8 37 1.783275065142254e-15
9 37 1.683384670139646e-14
10 37 3.738506932333544e-16
11 37 1.693259479330708e-14
12 37 4.862901086448892e-15
13 37 1.449887189624906e-14
14 37 4.832283530986048e-14
15 37 2.581129325834447e-14
16 37 1.431644847692663e-15
1 38 1.167985749065781e-12
2 38 5.123962531341197e-13
3 38 3.36512237568544e-13
4 38 7.374177751303935e-15
5 38 3.722004886391986e-14
6 38 6.136910888425084e-15
7 38 2.461198308264237e-14
8 38 3.063379283020089e-15
9 38 2.982155593930644e-14
10 38 6.650804214757233e-16
11 38 2.99197162906717e-14
12 38 7.655066720128347e-15
13 38 2.61764239832595e-14
14 38 8.864858974407928e-14
15 38 4.80872249754251e-14
16 38 2.420147651649877e-15
1 39 6.239233498597017e-13
2 39 2.734879138528387e-13
3 39 1.778169249432168e-13
4 39 3.875410894012779e-15
5 39 2.004849350374357e-14
6 39 3.376577580647257e-15
7 39 1.339625651591053e-14
8 39 1.687558547878443e-15
9 39 1.622653530304975e-14
10 39 3.606886554909414e-16
11 39 1.621692508236865e-14
12 39 4.344945340153245e-15
13 39 1.424165155089437e-14
14 39 4.845123204053226e-14
15 39 2.579022163382292e-14
16 39 1.391192559479021e-15
1 40 4.463755131271347e-12
2 40 1.995178677663774e-12
3 40 1.270450355898852e-12
4 40 2.742038847059795e-14
5 40 1.326461920173049e-13
6 40 1.894219719026793e-14
7 40 9.382372043512998e-14
8 40 1.196838987467968e-14
9 40 1.210547097790959e-13
10 40 2.839391841713454e-15
11 40 1.215600540354963e-13
12 40 2.251342622538695e-14
13 40 1.014242463824032e-13
14 40 3.579081411113281e-13
15 40 2.191212706310133e-13
16 40 7.804801343943169e-15
1 41 6.935956736232211e-13
2 41 3.095954341706807e-13
3 41 2.065627221747917e-13
4 41 4.509281466871443e-15
5 41 2.342684560970225e-14
6 41 4.304899305607722e-15
7 41 1.44475754559179e-14
8 41 1.729046545062752e-15
9 41 1.600261279524856e-14
10 41 3.533167956073234e-16
11 41 1.624311035172014e-14
12 41 5.683982761342937e-15
13 41 1.45704982532431e-14
14 41 4.888885115151682e-14
15 41 2.300717243586648e-14
16 41 1.696851511528846e-15
1 42 9.103988725543551e-13
2 42 3.917338391356849e-13
3 42 2.625429347924344e-13
4 42 5.726415823567054e-15
5 42 2.87635257608046e-14
6 42 4.628422637189956e-15
7 42 1.863763819755374e-14
8 42 2.303056071419765e-15
9 42 2.240633932315674e-14
10 42 4.992354688371614e-16
11 42 2.170157724125818e-14
12 42 6.034059821122554e-15
13 42 1.865464625801562e-14
14 42 6.393177092038165e-14
15 42 3.600397332615337e-14
16 42 1.771203720001778e-15
1 43 6.808903347561928e-13
2 43 3.05127929228695e-13
3 43 2.00150640789228e-13
4 43 4.312241459373562e-15
5 43 2.226251974028457e-14
6 43 3.818802053300817e-15
7 43 1.39428135831128e-14
8 43 1.700879710161483e-15
9 43 1.593816531130546e-14
10 43 3.542777838577047e-16
11 43 1.565490532837977e-14
12 43 5.011971618010893e-15
13 43 1.377133558785965e-14
14 43 4.591386130778175e-14
15 43 2.361112973906774e-14
16 43 1.45760422829573e-15
1 44 6.069574604194757e-13
2 44 2.743831835478677e-13
3 44 1.770602805806245e-13
4 44 3.765970853208395e-15
5 44 1.876276870219255e-14
6 44 3.281102083030385e-15
7 44 1.182132869450167e-14
8 44 1.467206389178259e-15
9 44 1.39115214327811e-14
10 44 3.122099108951276e-16
11 44 1.357466683722312e-14
12 44 4.333509279346573e-15
13 44 1.159769329511082e-14
14 44 4.006352773846032e-14
15 44 1.989044021823516e-14
16 44 1.301078848219081e-15
1 45 1.032337486685972e-12
2 45 4.690461065614955e-13
3 45 3.05113954079653e-13
4 45 6.541644902424977e-15
5 45 3.373202984615284e-14
6 45 5.660036759952443e-15
7 45 2.240520079740095e-14
8 45 2.760589076184879e-15
9 45 2.657484513019251e-14
10 45 6.016252081603924e-16
11 45 2.635821756766791e-14
12 45 7.322916678972106e-15
13 45 2.214231248432416e-14
14 45 7.443688581665736e-14
15 45 3.992340385366792e-14
16 45 2.183127961653816e-15
1 46 5.259124787093871e-13
2 46 2.359416037989382e-13
3 46 1.582291366513459e-13
4 46 3.359988930639553e-15
5 46 1.700780698858663e-14
6 46 2.955009964254294e-15
7 46 1.103043808139305e-14
8 46 1.343918047534967e-15
9 46 1.282877478545189e-14
10 46 2.821171135639097e-16
11 46 1.296493465080442e-14
12 46 3.887116119671951e-15
13 46 1.121880712930257e-14
14 46 3.774721760759799e-14
15 46 1.847470474827575e-14
16 46 1.199680542874175e-15
1 47 5.825452368765449e-13
2 47 2.679258174887013e-13
3 47 1.75307135410835e-13
4 47 3.742959429860327e-15
5 47 1.88766831578787e-14
6 47 3.289222173778812e-15
7 47 1.202735258149736e-14
8 47 1.470893040106594e-15
9 47 1.381494813786042e-14
10 47 3.023897716177972e-16
11 47 1.37714169115869e-14
12 47 4.244070257019934e-15
13 47 1.174612631480638e-14
14 47 4.03554937684578e-14
15 47 2.001404229838057e-14
16 47 1.245137068537497e-15
1 48 1.18009805436437e-12
2 48 5.309167810486516e-13
3 48 3.541011800931768e-13
4 48 7.423387035437524e-15
5 48 3.774797323609897e-14
6 48 6.278690917559333e-15
7 48 2.468175827474234e-14
8 48 2.999468608108734e-15
9 48 2.905481928551511e-14
10 48 6.519376661396137e-16
11 48 2.856451603464281e-14
12 48 8.271072328310737e-15
13 48 2.459369575981252e-14
14 48 8.222948137689129e-14
15 48 4.424232047614558e-14
16 48 2.437872909463589e-15
1 49 1.022160849908107e-12
2 49 4.575351592238378e-13
3 49 2.986083176316402e-13
4 49 6.333762883696695e-15
5 49 3.148796654073553e-14
6 49 5.271670802921135e-15
7 49 2.086133426353523e-14
8 49 2.65027687315309e-15
9 49 2.57790902699849e-14
10 49 5.628850581826421e-16
11 49 2.456973540590225e-14
12 49 6.699377351351772e-15
13 49 2.019315684678976e-14
14 49 6.751960629252282e-14
15 49 3.727812117046571e-14
16 49 2.038569582279743e-15
1 50 9.282685936248245e-12
2 50 4.091366846080838e-12
3 50 2.629120743286448e-12
4 50 5.560270695239889e-14
5 50 2.650232714729292e-13
6 50 3.81106514590434e-14
7 50 1.886349931625724e-13
8 50 2.371359764865834e-14
9 50 2.406645465025206e-13
10 50 5.440801585513282e-15
11 50 2.3407629832251e-13
12 50 4.620817684550783e-14
13 50 1.968751248675809e-13
14 50 6.792107661873845e-13
15 50 3.96601341943006e-13
16 50 1.53464600192003e-14
1 51 2.966442146525297e-13
2 51 1.359073987674596e-13
3 51 9.108480203167955e-14
4 51 1.923316820748315e-15
5 51 9.488998474727369e-15
6 51 1.796151770269069e-15
7 51 5.981974638328497e-15
8 51 7.231559476795852e-16
9 51 6.664411808849516e-15
10 51 1.426123003864203e-16
11 51 6.404881763937983e-15
12 51 2.393556575757057e-15
13 51 5.677941314847358e-15
14 51 1.938647102751552e-14
15 51 9.289806564384556e-15
16 51 7.093639074101896e-16
1 52 8.712491406399358e-13
2 52 3.855173098992409e-13
3 52 2.526120610487623e-13
4 52 5.39341451188563e-15
5 52 2.659100969348685e-14
6 52 4.506715993809007e-15
7 52 1.69494134106884e-14
8 52 2.099949834873117e-15
9 52 1.988490814492418e-14
10 52 4.328104352253894e-16
11 52 1.937036853009448e-14
12 52 5.98935275625705e-15
13 52 1.668795312473671e-14
14 52 5.787731243825799e-14
15 52 2.943072627485293e-14
16 52 1.802866403697953e-15
1 53 5.591415501420679e-13
2 53 2.506392010795217e-13
3 53 1.655427939840919e-13
4 53 3.496837528058147e-15
5 53 1.77307313832373e-14
6 53 3.035665648746646e-15
7 53 1.120415672510664e-14
8 53 1.389799763340582e-15
9 53 1.333032234403392e-14
10 53 2.917094112505622e-16
11 53 1.306796487503162e-14
12 53 4.06123303403471e-15
13 53 1.130922671683275e-14
14 53 3.881136408916002e-14
15 53 2.02127010604976e-14
16 53 1.197741731856103e-15
1 54 4.826329546088492e-13
2 54 2.174393890866664e-13
3 54 1.409415699351077e-13
4 54 3.029876414780759e-15
5 54 1.567149110388315e-14
6 54 2.746536113839854e-15
7 54 9.681650949993538e-15
8 54 1.17445400769717e-15
9 54 1.104684964632877e-14
10 54 2.376836264000108e-16
11 54 1.07535664521902e-14
12 54 3.977518838113675e-15
13 54 9.584533447096629e-15
14 54 3.276730103043321e-14
15 54 1.509605090630563e-14
16 54 1.136278900923399e-15
1 55 5.922801768124097e-13
2 55 2.604249862992117e-13
3 55 1.710335437698898e-13
4 55 3.665775037806346e-15
5 55 1.826549282580915e-14
6 55 3.0130792425654e-15
7 55 1.165644477892277e-14
8 55 1.428795297445556e-15
9 55 1.399421288382848e-14
10 55 3.089019844312339e-16
11 55 1.383754206121765e-14
12 55 4.218607769139635e-15
13 55 1.146738914436403e-14
14 55 3.944804466059087e-14
15 55 2.019608765265736e-14
16 55 1.231262830456244e-15
1 56 4.374670019959546e-13
2 56 1.953500918775254e-13
3 56 1.319144038652494e-13
4 56 2.755999348086741e-15
5 56 1.389259269278067e-14
6 56 2.352981331974123e-15
7 56 8.668357503698429e-15
8 56 1.070808304546138e-15
9 56 1.014331523621153e-14
10 56 2.207037956385893e-16
11 56 1.012707468945948e-14
12 56 3.178029295691213e-15
13 56 8.760279866072257e-15
14 56 3.061953035105421e-14
15 56 1.483134122654696e-14
16 56 9.204490082878711e-16
1 57 1.904845033022704e-13
2 57 8.781836255854802e-14
3 57 5.721323125515014e-14
4 57 1.208131710259099e-15
5 57 6.372953595031444e-15
6 57 1.138139613831116e-15
7 57 4.053988223563211e-15
8 57 4.981729671324132e-16
9 57 4.637362493125358e-15
10 57 9.972076864737039e-17
11 57 4.669578755118931e-15
12 57 1.565646811692588e-15
13 57 4.155119086623818e-15
14 57 1.441715616568902e-14
15 57 6.807035077714972e-15
16 57 4.545212087440128e-16
1 58 1.880531904466732e-13
2 58 8.471246049809537e-14
3 58 5.675690018341447e-14
4 58 1.203115692603143e-15
5 58 6.14773700887807e-15
6 58 1.067952709908871e-15
7 58 3.850740778750293e-15
