# prompt: Write out a sequence of 8 random integers between 1 and 100 inclusive. Separate the integers by a space ' ' character. DO NOT output anything else.

# steps: 8

# rollouts: 32

# min_int: 1

# max_int: 100

# per_step_probs
step value prob
6 10 3.660974585895552e-12
7 10 5.02744091330052e-12
8 10 3.926815573693359e-13
1 11 6.454528320498609e-12
2 11 5.155154714133704e-12
3 11 4.005831648159659e-12
4 11 2.537638123835448e-13
5 11 1.44587083765286e-12
6 11 2.735000332400547e-13
7 11 3.726208183074405e-13
8 11 2.839578254936822e-14
1 12 1.39253438359929e-11
2 12 1.139432075233734e-11
3 12 8.527400761864212e-12
4 12 5.399515037398556e-13
5 12 3.052954188723282e-12
6 12 5.815692976453822e-13
7 12 7.958531003858356e-13
8 12 6.150516856843255e-14
1 13 9.484312590204126e-12
2 13 7.583967755015675e-12
3 13 5.873289717490151e-12
4 13 3.664711835832633e-13
5 13 2.027330281067648e-12
6 13 3.89083550181398e-13
7 13 5.558591943901696e-13
8 13 4.2474842848517e-14
1 14 1.011600633743622e-11
2 14 8.157061813291727e-12
3 14 6.331696726209489e-12
4 14 3.91406331174914e-13
5 14 2.188017516928155e-12
6 14 4.102112166745381e-13
7 14 5.615930018517808e-13
8 14 4.237782260775056e-14
1 15 1.71073736862051e-11
2 15 1.402922897573687e-11
3 15 1.07539464222677e-11
4 15 6.588260094075348e-13
5 15 3.703310503478247e-12
6 15 6.967689999099796e-13
7 15 9.382112404105735e-13
8 15 7.063187480483862e-14
1 16 8.224851029167257e-12
2 16 6.483603236603412e-12
3 16 4.933136271470148e-12
4 16 3.108605048730661e-13
5 16 1.722559179864428e-12
6 16 3.161570371411424e-13
7 16 4.292546783379566e-13
8 16 3.178683151390497e-14
1 17 7.41193418177252e-12
2 17 5.970901987207272e-12
3 17 4.532853522892444e-12
4 17 2.891697859743463e-13
5 17 1.636043424969988e-12
6 17 3.093830278177479e-13
7 17 4.209769057850696e-13
8 17 3.139824824998636e-14
1 18 6.261434611609174e-12
2 18 4.853336423430232e-12
3 18 3.709058593111617e-12
4 18 2.337253856062603e-13
5 18 1.270206739010618e-12
6 18 2.366322320515124e-13
7 18 3.287392313336802e-13
8 18 2.496164720348041e-14
1 19 9.242000012536313e-12
2 19 7.111640286651656e-12
3 19 5.490630794594562e-12
4 19 3.540114162371179e-13
5 19 1.912428750093414e-12
6 19 3.666167362739493e-13
7 19 5.133939541291645e-13
8 19 3.943506527308441e-14
1 20 2.504213209440779e-11
2 20 1.957878781419448e-11
3 20 1.50096031270193e-11
4 20 9.717900708950244e-13
5 20 5.187060418188747e-12
6 20 9.869056259184441e-13
7 20 1.389298013645252e-12
8 20 1.063978711918542e-13
1 21 5.635326126418448e-12
2 21 4.514668359387396e-12
3 21 3.451648225865009e-12
4 21 2.227016909191732e-13
5 21 1.193160064562945e-12
6 21 2.169284877539122e-13
7 21 3.034664587969537e-13
8 21 2.262468751059297e-14
1 22 3.46809092317199e-12
2 22 2.701648059120584e-12
3 22 2.102951714540033e-12
4 22 1.356100051499731e-13
5 22 7.374671516980271e-13
6 22 1.365714754242814e-13
7 22 1.861690490502632e-13
8 22 1.394048069774787e-14
1 23 6.033254622954612e-12
2 23 4.691789383688488e-12
3 23 3.842456646137252e-12
4 23 2.383733393944433e-13
5 23 1.355055457825077e-12
6 23 2.489073908878577e-13
7 23 3.380473983339591e-13
8 23 2.486609757706142e-14
1 24 1.838892355054755e-11
2 24 1.445959597740449e-11
3 24 1.141956539973035e-11
4 24 7.176663582721958e-13
5 24 4.086935528189777e-12
6 24 7.592701686735906e-13
7 24 1.021689315304491e-12
8 24 7.566167686494816e-14
1 25 8.953058779953065e-12
2 25 7.227115770113541e-12
3 25 5.571662207210813e-12
4 25 3.627145824564986e-13
5 25 2.025691245770621e-12
6 25 3.809131737130214e-13
7 25 5.35451251054383e-13
8 25 3.965811051158295e-14
1 26 2.902721220428823e-12
2 26 2.300093423436382e-12
3 26 1.738859512002432e-12
4 26 1.103183614801669e-13
5 26 6.03576574500163e-13
6 26 1.100617505729937e-13
7 26 1.523249159883935e-13
8 26 1.117762403530593e-14
1 27 4.813709388580782e-12
2 27 3.763205707805488e-12
3 27 2.869651015842155e-12
4 27 1.816135992011123e-13
5 27 9.879012955115583e-13
6 27 1.804519172882812e-13
7 27 2.515781003935147e-13
8 27 1.851901530276231e-14
1 28 2.290301502646935e-12
2 28 1.748216907841401e-12
3 28 1.351300554307935e-12
4 28 8.854305970799554e-14
5 28 4.79821109131084e-13
6 28 8.745682799804041e-14
7 28 1.259802939951679e-13
8 28 9.410774561574136e-15
1 29 3.927703719897311e-12
2 29 3.012173487540903e-12
3 29 2.317466667277947e-12
4 29 1.463128973535291e-13
5 29 7.895358312844045e-13
6 29 1.424711526790673e-13
7 29 2.034811729590424e-13
8 29 1.507318713254313e-14
1 30 1.132705613010322e-11
2 30 8.613766883431708e-12
3 30 6.712112602675167e-12
4 30 4.244703469228412e-13
5 30 2.319989654082732e-12
6 30 4.281557259638878e-13
7 30 5.995466735027162e-13
8 30 4.527319253498153e-14
1 31 3.898037608170748e-12
2 31 3.046915178148573e-12
3 31 2.268123310673071e-12
4 31 1.467190051576212e-13
5 31 7.980145672027724e-13
6 31 1.434636997516256e-13
7 31 1.967398270913889e-13
8 31 1.437511204497727e-14
1 32 1.369564485651444e-12
2 32 1.065980194049482e-12
3 32 8.06290601004856e-13
4 32 5.27702864675381e-14
5 32 2.813206381330105e-13
6 32 5.013072161392936e-14
7 32 7.007320114988393e-14
8 32 5.12162451204417e-15
1 33 7.51037920210282e-13
2 33 5.787771698335958e-13
3 33 4.508368056533143e-13
4 33 2.93762760807268e-14
5 33 1.566258550752905e-13
6 33 2.764390222004195e-14
7 33 3.965946264595601e-14
8 33 2.862610499442667e-15
1 34 1.123875250693612e-12
2 34 8.879351733045015e-13
3 34 6.767741517353772e-13
4 34 4.3796092931663e-14
5 34 2.351751135074345e-13
6 34 4.286932217010395e-14
7 34 5.716083139325583e-14
8 34 4.133450235621947e-15
1 35 2.944296297382886e-12
2 35 2.326594594148918e-12
3 35 1.785614333586084e-12
4 35 1.180644505067358e-13
5 35 6.272689999365473e-13
6 35 1.171814594084433e-13
7 35 1.580469767245706e-13
8 35 1.150744055183979e-14
1 36 1.246626913311756e-12
2 36 9.636017264375448e-13
3 36 7.527359009462921e-13
4 36 4.832182667329038e-14
5 36 2.581042581350268e-13
6 36 4.793760176356772e-14
7 36 6.450744074742745e-14
8 36 4.627595672269658e-15
1 37 7.994787542646382e-13
2 37 6.148582115178336e-13
3 37 4.850493119614091e-13
4 37 3.122600682442512e-14
5 37 1.759522173305308e-13
6 37 3.238318082019245e-14
7 37 4.240165816327624e-14
8 37 3.11469612812076e-15
1 38 1.325110250986668e-12
2 38 1.03291431505589e-12
3 38 8.170408049291281e-13
4 38 5.293833428474905e-14
5 38 2.957936012200869e-13
6 38 5.544248577583582e-14
7 38 7.441045722689801e-14
8 38 5.533701211365206e-15
1 39 7.145121181391073e-13
2 39 5.474204281412298e-13
3 39 4.303318587104541e-13
4 39 2.836599718267937e-14
5 39 1.586941612434915e-13
6 39 2.928832024794526e-14
7 39 4.039128796193836e-14
8 39 2.96834966630334e-15
1 40 5.059187513055208e-12
2 40 3.971865575048483e-12
3 40 3.028215178351216e-12
4 40 1.95763826324652e-13
5 40 1.13362068021664e-12
6 40 2.127804166806132e-13
7 40 2.948388242544037e-13
8 40 2.224498317707537e-14
1 41 7.963345415391594e-13
2 41 6.38514835771356e-13
3 41 5.062296090031684e-13
4 41 3.105623538316625e-14
5 41 1.835199402311316e-13
6 41 3.253977589346322e-14
7 41 4.201538396871588e-14
8 41 2.996355561110348e-15
1 42 1.002140040737589e-12
2 42 8.025236552828067e-13
3 42 6.327650087102042e-13
4 42 4.049795931850162e-14
5 42 2.252626419140538e-13
6 42 4.309110502165018e-14
7 42 5.754721077731664e-14
8 42 4.161872407270092e-15
1 43 7.587525608210382e-13
2 43 6.070391280558435e-13
3 43 4.682657812525483e-13
4 43 2.979770747340582e-14
5 43 1.692231239352726e-13
6 43 3.122703736657465e-14
7 43 4.133643064447638e-14
8 43 2.913689652003297e-15
1 44 6.814425040074153e-13
2 44 5.355706957308416e-13
3 44 4.198194513642684e-13
4 44 2.598373736042084e-14
5 44 1.434129710389324e-13
6 44 2.608856384888276e-14
7 44 3.468852569212772e-14
8 44 2.518192200477469e-15
1 45 1.197258373003558e-12
2 45 9.643826336774024e-13
3 45 7.311563730194856e-13
4 45 4.68730847602802e-14
5 45 2.687544020572409e-13
6 45 5.007506354200384e-14
7 45 6.72151980672162e-14
8 45 4.926968437956981e-15
1 46 5.862447311898539e-13
2 46 4.714625355860107e-13
3 46 3.650721442707962e-13
4 46 2.31224622201526e-14
5 46 1.329652897143581e-13
6 46 2.430531012684269e-14
7 46 3.241275394986619e-14
8 46 2.310432062387497e-15
1 47 6.60068686324049e-13
2 47 5.367972809463238e-13
3 47 4.153822711565316e-13
4 47 2.596036640480606e-14
5 47 1.497760001514999e-13
6 47 2.789119091630153e-14
7 47 3.592616483959277e-14
8 47 2.554921638662894e-15
1 48 1.37983230388633e-12
2 48 1.082423248496035e-12
3 48 8.342267923444363e-13
4 48 5.354581917814114e-14
5 48 2.966000831201066e-13
6 48 5.39912433145772e-14
7 48 7.326802224490617e-14
8 48 5.292894835871028e-15
1 49 1.200906243652369e-12
2 49 9.155724592566999e-13
3 49 7.017746727744741e-13
4 49 4.568587390974255e-14
5 49 2.343700030118324e-13
6 49 4.411247234362314e-14
7 49 6.139486443505649e-14
8 49 4.533754213628415e-15
1 50 1.028986271300773e-11
2 50 7.991073861276209e-12
3 50 6.145134312440894e-12
4 50 3.874523138196297e-13
5 50 2.190668787351564e-12
6 50 4.168083670353024e-13
7 50 5.783979484909997e-13
8 50 4.308070690896953e-14
1 51 3.302841874318966e-13
2 51 2.692417228714257e-13
3 51 2.12249125270498e-13
4 51 1.305636882813326e-14
5 51 7.250884159090555e-14
6 51 1.312210758782578e-14
7 51 1.712694292384953e-14
8 51 1.219406872075611e-15
1 52 9.70477812971549e-13
2 52 7.861979379574808e-13
3 52 5.90977815365733e-13
4 52 3.725520442814456e-14
5 52 2.056664297291587e-13
6 52 3.809162440344052e-14
7 52 5.016608284425452e-14
8 52 3.646403532034058e-15
1 53 6.425254424005049e-13
2 53 5.035143313784229e-13
3 53 3.916105456540955e-13
4 53 2.489032695012053e-14
5 53 1.341226373007927e-13
6 53 2.479722437216437e-14
7 53 3.350303494312415e-14
8 53 2.383649560950787e-15
1 54 5.586735623131487e-13
2 54 4.500623327206203e-13
3 54 3.335587126207545e-13
4 54 2.13742263867321e-14
5 54 1.165252847675663e-13
6 54 2.099417748765986e-14
7 54 2.785157601634358e-14
8 54 1.962160365592535e-15
1 55 6.697411187661686e-13
2 55 5.296544063436743e-13
3 55 4.03585440428072e-13
4 55 2.681674195634128e-14
5 55 1.397126832646579e-13
6 55 2.610824347706007e-14
7 55 3.515175167090084e-14
8 55 2.514941800439357e-15
1 56 5.162315089270344e-13
2 56 4.022854221657956e-13
3 56 3.051830746521596e-13
4 56 1.963652618815629e-14
5 56 1.09045771707866e-13
6 56 1.97530197289835e-14
7 56 2.62261364508581e-14
8 56 1.888393288154904e-15
1 57 2.254005635489825e-13
2 57 1.781893903560936e-13
3 57 1.381148774263263e-13
4 57 8.535063617130534e-15
5 57 4.919938893382331e-14
6 57 9.02399420962612e-15
7 57 1.186848558364383e-14
8 57 8.515967633506726e-16
1 58 2.185328146993184e-13
2 58 1.74164257131722e-13
3 58 1.346879795588601e-13
4 58 8.391095828150182e-15
5 58 4.761596490555171e-14
6 58 8.584840335673881e-15
7 58 1.133052833267234e-14
8 58 8.17914419860247e-16
1 59 4.326632179431341e-13
2 59 3.43725669507859e-13
3 59 2.669519200090536e-13
4 59 1.719329560008689e-14
5 59 9.329096276307708e-14
6 59 1.71926298536147e-14
7 59 2.282472938271918e-14
8 59 1.652607211202929e-15
1 60 4.094180174059885e-12
2 60 3.19052419404034e-12
3 60 2.416357025861275e-12
4 60 1.523236927196906e-13
5 60 8.347045550188148e-13
6 60 1.598786548055687e-13
7 60 2.158614884741966e-13
8 60 1.61310695941527e-14
1 61 4.180713692781081e-13
2 61 3.312868675574222e-13
3 61 2.518052082438055e-13
4 61 1.597284995621137e-14
5 61 9.340937306827766e-14
6 61 1.710831772386971e-14
7 61 2.171470146043237e-14
8 61 1.553749700277291e-15
1 62 3.405086463773389e-13
2 62 2.709921943625719e-13
3 62 2.095399626738488e-13
4 62 1.326765180948097e-14
5 62 7.508766304143e-14
6 62 1.347847331603205e-14
7 62 1.755591788851866e-14
8 62 1.242597828528418e-15
1 63 5.716745535880651e-13
2 63 4.422328078180588e-13
3 63 3.423337905053652e-13
4 63 2.20289195774527e-14
5 63 1.199231326092833e-13
6 63 2.152516657956235e-14
7 63 2.849944382658942e-14
8 63 2.018326950465859e-15
1 64 1.792590265195058e-12
2 64 1.366900656704507e-12
3 64 1.018566086006326e-12
4 64 6.576216602154586e-14
5 64 3.562129237145708e-13
6 64 6.433340503561629e-14
7 64 8.213198051555507e-14
8 64 5.850642203216025e-15
1 65 7.585644474081235e-13
2 65 6.105142185476102e-13
3 65 4.671906659293254e-13
4 65 3.04632101677983e-14
5 65 1.741416657300948e-13
6 65 3.222306747608385e-14
7 65 4.274823563110387e-14
8 65 3.131879274580205e-15
1 66 2.279544458740301e-13
2 66 1.799812297525837e-13
3 66 1.354938431688425e-13
4 66 8.785766329458649e-15
5 66 4.72737254688554e-14
6 66 8.516211101486882e-15
7 66 1.144076195111652e-14
8 66 8.242330143122626e-16
1 67 3.920262228415987e-13
2 67 3.14712807234086e-13
3 67 2.354420871537527e-13
4 67 1.558256489669462e-14
5 67 8.528367731924049e-14
6 67 1.583242077476374e-14
7 67 2.121691060820459e-14
8 67 1.52417859068968e-15
1 68 6.034851309675059e-13
2 68 4.725621481684361e-13
3 68 3.594239878960046e-13
4 68 2.326795342678458e-14
5 68 1.264035065826251e-13
6 68 2.273867365599074e-14
7 68 3.079539619458458e-14
8 68 2.216676594626421e-15
1 69 4.007109536884487e-13
2 69 3.183024141703784e-13
3 69 2.490398115034499e-13
4 69 1.601518300297036e-14
5 69 8.848166570144979e-14
6 69 1.598649016340408e-14
7 69 2.128173492478892e-14
8 69 1.517227199973485e-15
1 70 1.681710191128196e-12
2 70 1.336054656933614e-12
3 70 1.022116454017331e-12
4 70 6.534260413085937e-14
5 70 3.631263649548499e-13
6 70 6.676144454895977e-14
7 70 8.815265545154e-14
8 70 6.37629275001667e-15
1 71 5.149648575331304e-13
2 71 4.144588073378546e-13
3 71 3.179266710265178e-13
4 71 2.061834476034733e-14
5 71 1.177844463500332e-13
6 71 2.075402845727285e-14
7 71 2.653920169454407e-14
8 71 1.854417630868927e-15
1 72 4.55494510118323e-13
2 72 3.560626280536378e-13
3 72 2.66176346290385e-13
4 72 1.792791889847049e-14
5 72 9.798129411558695e-14
6 72 1.751534044440453e-14
7 72 2.378914758707257e-14
8 72 1.674688408497534e-15
1 73 1.870711786126845e-13
2 73 1.506581260003827e-13
3 73 1.141231253889957e-13
4 73 7.290617223340828e-15
5 73 3.949304378916838e-14
6 73 7.204768102143364e-15
7 73 9.55593292876849e-15
8 73 6.744724537076822e-16
1 74 2.8020217481384e-13
2 74 2.244145531925564e-13
3 74 1.685625284444039e-13
4 74 1.084728366192721e-14
5 74 5.889303778577489e-14
6 74 1.054129085583888e-14
7 74 1.391042514026755e-14
8 74 9.917828497239174e-16
1 75 1.020906067298884e-12
2 75 7.991001026699339e-13
3 75 5.982485733253216e-13
4 75 4.013692144809653e-14
5 75 2.221812492680112e-13
6 75 4.157533968957074e-14
7 75 5.606805497881948e-14
8 75 4.158805521245462e-15
1 76 4.227623273893853e-13
2 76 3.333697681097068e-13
3 76 2.49347746724967e-13
4 76 1.613490263556267e-14
5 76 8.835063562164287e-14
6 76 1.603292264686861e-14
7 76 2.14766326858634e-14
8 76 1.555567218558713e-15
1 77 8.606291779394442e-13
2 77 6.911775776184373e-13
3 77 5.097091476919827e-13
4 77 3.404544282843933e-14
5 77 1.824482988498304e-13
6 77 3.375153815599999e-14
7 77 4.474271116446003e-14
8 77 3.254595304101039e-15
1 78 3.806866304536836e-13
2 78 2.974581222018608e-13
3 78 2.255847562814894e-13
4 78 1.437514214259131e-14
5 78 8.199204151174474e-14
6 78 1.496365808386396e-14
7 78 1.941310771560154e-14
8 78 1.412183016852771e-15
1 79 3.462372026410438e-13
2 79 2.729359702505927e-13
3 79 2.085087668082626e-13
4 79 1.320637998819612e-14
5 79 7.360808902384892e-14
6 79 1.334025210016426e-14
7 79 1.767350288364076e-14
8 79 1.272627022453057e-15
1 80 2.682019282875936e-12
2 80 2.081174385142235e-12
3 80 1.599143673120907e-12
4 80 1.031825492640414e-13
5 80 5.624393644536185e-13
6 80 1.047558536912923e-13
7 80 1.429685819347743e-13
8 80 1.068919543710266e-14
1 81 4.336041875884798e-13
2 81 3.470362750656021e-13
3 81 2.611122620719885e-13
4 81 1.696390078835083e-14
5 81 9.559852009094132e-14
6 81 1.727991722449455e-14
7 81 2.24090512157775e-14
8 81 1.607643029576784e-15
1 82 1.337304673928613e-13
2 82 1.060438863161578e-13
3 82 8.021883270794843e-14
4 82 5.235985014856319e-15
5 82 2.749882029051655e-14
6 82 4.860863919296729e-15
7 82 6.458732326254179e-15
8 82 4.587995848267827e-16
1 83 1.995693208319241e-13
2 83 1.517417291983432e-13
3 83 1.180116175414032e-13
4 83 7.701306988382043e-15
5 83 4.200511824818797e-14
6 83 7.460408648240652e-15
7 83 1.044821910772944e-14
8 83 7.657394237238126e-16
1 84 2.582185455517162e-13
2 84 1.997765907334423e-13
3 84 1.492056252676888e-13
4 84 9.836901223025913e-15
5 84 5.314176731141442e-14
6 84 9.630010640667949e-15
7 84 1.302570658840483e-14
8 84 9.52020539139035e-16
1 85 5.227572063475035e-13
2 85 4.218385371430926e-13
3 85 3.121081734545579e-13
4 85 2.099759317635054e-14
5 85 1.122038258316581e-13
6 85 2.01980025296972e-14
7 85 2.72482172296626e-14
8 85 1.946609725401988e-15
1 86 5.84899995442342e-13
2 86 4.543432893400942e-13
3 86 3.458962651819282e-13
4 86 2.2400967175741e-14
5 86 1.213720469653926e-13
6 86 2.153360054499647e-14
7 86 2.851937281826622e-14
8 86 2.039752402370486e-15
1 87 3.662689843612724e-13
2 87 2.925385648203941e-13
3 87 2.24946102250803e-13
4 87 1.458734794730803e-14
5 87 8.266270991554724e-14
6 87 1.434155791142614e-14
7 87 1.914753803628623e-14
8 87 1.354369220691595e-15
1 88 2.83555402950371e-13
2 88 2.184614716164566e-13
3 88 1.650988556478576e-13
4 88 1.067799771460185e-14
5 88 5.708214384019939e-14
6 88 1.034088951180455e-14
7 88 1.386088109062369e-14
8 88 1.029348176400366e-15
1 89 2.78062459069065e-13
2 89 2.152991193126917e-13
3 89 1.649562090950394e-13
4 89 1.072367676342146e-14
5 89 5.854461176428725e-14
6 89 1.072719512717327e-14
7 89 1.416739679144636e-14
8 89 1.01437364400235e-15
1 90 4.022794967026715e-12
2 90 3.120573677122123e-12
3 90 2.318066464411295e-12
4 90 1.495078573216043e-13
5 90 8.073435694725215e-13
6 90 1.476244359812428e-13
7 90 2.049641261884841e-13
8 90 1.512702760946881e-14
1 91 4.738544055253302e-13
2 91 3.711966423241276e-13
3 91 2.701608779151273e-13
4 91 1.762081606894265e-14
5 91 9.43872347376762e-14
6 91 1.654923177420063e-14
7 91 2.286303920692614e-14
8 91 1.613975280032882e-15
1 92 3.00054531739937e-13
2 92 2.346299832783997e-13
3 92 1.794288371057879e-13
4 92 1.150806730861888e-14
5 92 6.310741409671346e-14
6 92 1.159364755451442e-14
7 92 1.545907499834189e-14
8 92 1.124148678358381e-15
1 93 7.050236518446746e-13
2 93 5.559776670547175e-13
3 93 4.243480640308481e-13
4 93 2.746898616179809e-14
5 93 1.505535696550913e-13
6 93 2.688052684024988e-14
7 93 3.692932501013336e-14
8 93 2.639768489314552e-15
1 94 3.483144076848508e-13
2 94 2.748572937789636e-13
3 94 2.070537589858322e-13
4 94 1.341655742106125e-14
5 94 7.881117232772173e-14
6 94 1.389446383404842e-14
7 94 1.808203920234061e-14
8 94 1.298122089651794e-15
1 95 1.295461341650274e-12
2 95 1.045377997259218e-12
3 95 7.663649938534231e-13
4 95 4.891079007862238e-14
5 95 2.620442824301398e-13
6 95 4.833751437137137e-14
7 95 6.389939472600065e-14
8 95 4.582135582954062e-15
1 96 5.408182054703465e-13
2 96 4.213223750555166e-13
3 96 3.028524176831455e-13
4 96 1.985416255157516e-14
5 96 1.070555857548474e-13
6 96 1.94407415996307e-14
7 96 2.684546468526201e-14
8 96 1.914340542565498e-15
1 97 5.491651399505877e-13
2 97 4.383343294124981e-13
3 97 3.231123988666965e-13
4 97 2.079870172561527e-14
5 97 1.208371728902366e-13
6 97 2.190560650301489e-14
7 97 2.854715020583903e-14
8 97 2.04024895305732e-15
1 98 4.610782679707057e-13
2 98 3.593999182686192e-13
3 98 2.630638398339853e-13
4 98 1.715436525682497e-14
5 98 9.158221524521383e-14
6 98 1.638784326528277e-14
7 98 2.249265464034089e-14
8 98 1.645489358273445e-15
1 99 9.547069322421437e-13
2 99 7.430865416050677e-13
3 99 5.656219164277211e-13
4 99 3.616661210560689e-14
5 99 1.972418910020757e-13
6 99 3.639486009534949e-14
7 99 4.924180252028959e-14
8 99 3.645635438521319e-15
1 100 4.025222373649115e-11
2 100 3.112472851024619e-11
3 100 2.427652470233832e-11
4 100 1.560150516284379e-12
5 100 8.977590270129672e-12
6 100 1.730282833364283e-12
7 100 2.313243349859309e-12
8 100 1.742179295150992e-13

# sampled_sequences
sequence_idx step_idx value
0 0 14196
0 1 4077
0 2 5332
0 3 220
0 4 1032
0 5 220
0 6 777
0 7 220
1 0 14196
1 1 4077
1 2 975
1 3 220
1 4 5958
1 5 220
1 6 1591
1 7 220
2 0 14196
2 1 4077
2 2 843
2 3 256
2 4 220
2 5 975
2 6 256
2 7 220
3 0 16
3 1 220
3 2 975
3 3 220
3 4 4103
3 5 220
3 6 1591
3 7 220
4 0 16
4 1 220
4 2 2096
4 3 220
4 4 5925
4 5 220
4 6 1032
4 7 220
5 0 8920
5 1 220
5 2 975
5 3 220
5 4 2131
5 5 220
5 6 3080
5 7 220
6 0 1591
6 1 220
6 2 220
6 3 1954
6 4 220
6 5 220
6 6 868
6 7 220
7 0 16
7 1 220
7 2 975
7 3 220
7 4 4103
7 5 220
7 6 5925
7 7 220
8 0 4578
8 1 220
8 2 2983
8 3 220
8 4 1114
8 5 220
8 6 3264
8 7 220
9 0 21
9 1 220
9 2 6281
9 3 220
9 4 1135
9 5 220
9 6 1313
9 7 220
10 0 16
10 1 220
10 2 2618
10 3 220
10 4 3391
10 5 220
10 6 5925
10 7 220
11 0 14196
11 1 4077
11 2 14196
11 3 19884
11 4 1187
11 5 220
11 6 1032
11 7 220
12 0 14196
12 1 4077
12 2 16
12 3 220
12 4 18
12 5 220
12 6 22
12 7 220
13 0 717
13 1 220
13 2 18
13 3 220
13 4 2096
13 5 220
13 6 806
13 7 220
14 0 975
14 1 220
14 2 5958
14 3 220
14 4 5925
14 5 220
14 6 3971
14 7 220
15 0 16
15 1 220
15 2 3226
15 3 220
15 4 6086
15 5 220
15 6 1987
15 7 220
16 0 16
16 1 220
16 2 220
16 3 3391
16 4 220
16 5 220
16 6 5925
16 7 220
17 0 14196
17 1 4077
17 2 2946
17 3 220
17 4 220
17 5 1591
17 6 220
17 7 220
18 0 14196
18 1 4077
18 2 3226
18 3 220
18 4 220
18 5 777
18 6 220
18 7 220
19 0 3971
19 1 220
19 2 220
19 3 6281
19 4 220
19 5 220
19 6 5547
19 7 220
20 0 14196
20 1 4077
20 2 605
20 3 220
20 4 6028
20 5 220
20 6 3391
20 7 220
21 0 4331
21 1 220
21 2 975
21 3 220
21 4 220
21 5 5958
21 6 220
21 7 1591
22 0 14196
22 1 4077
22 2 14196
22 3 4077
22 4 2970
22 5 198
22 6 6365
22 7 198
23 0 16
23 1 220
23 2 4331
23 3 220
23 4 1313
23 5 220
23 6 24
23 7 220
24 0 20
24 1 220
24 2 6028
24 3 220
24 4 843
24 5 220
24 6 777
24 7 220
25 0 14196
25 1 4077
25 2 975
25 3 220
25 4 18
25 5 220
25 6 3534
25 7 220
26 0 605
26 1 220
26 2 1419
26 3 220
26 4 845
26 5 220
26 6 3174
26 7 220
27 0 20235
27 1 1774
27 2 220
27 3 25178
27 4 4767
27 5 220
27 6 24961
27 7 220
28 0 14196
28 1 4077
28 2 220
28 3 220
28 4 1032
28 5 220
28 6 220
28 7 2096
29 0 3226
29 1 220
29 2 220
29 3 5958
29 4 220
29 5 220
29 6 3391
29 7 220
30 0 16
30 1 220
30 2 18
30 3 220
30 4 23
30 5 220
30 6 2131
30 7 220
31 0 14196
31 1 4077
31 2 1419
31 3 220
31 4 4578
31 5 220
31 6 777
31 7 220
